question_text,company,difficulty,question_type,topics,source,answer_text,category,tags,constraints,examples,hints
What are word embeddings Why are they useful,,medium,ml,nlp,Sandy1811/DS-Interview-FAANG,,,,,,
what is WordVec,,easy,ml,nlp,Sandy1811/DS-Interview-FAANG,,,,,,
What are some advantages of using character embeddings instead of word embeddings,,medium,ml,nlp,Sandy1811/DS-Interview-FAANG,,,,,,
"How do you get sentence meanings from word embeddings, considering the position of words in the sentence",,medium,ml,nlp,Sandy1811/DS-Interview-FAANG,,,,,,
Would you prefer gradient boosting trees model or logistic regression when doing text classification with bag of words,,hard,ml,nlp,Sandy1811/DS-Interview-FAANG,,,,,,
What is bag of words How we can use it for text vectorization,,easy,ml,nlp,Sandy1811/DS-Interview-FAANG,,,,,,
What are the advantages and disadvantages of bag of words,,medium,ml,nlp,Sandy1811/DS-Interview-FAANG,,,,,,
What is the main difference between Adam and SGD,,easy,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What are the advantages and disadvantages of SGD over gradient descent,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
"What is the difference between stochastic gradient descent SGD and gradient descent GD, Batch gradient descent, Stochastic gradient descent, Mini-batch gradient descent , what are the pros and cons for each of them",,easy,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
When would you use GD over SDG and vice-versa,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
How would you choose the number of filters and the filter size at each CNN layer,,medium,ml,computer_vision,Sandy1811/DS-Interview-FAANG,,,,,,
How can we use CNN for text classification,,medium,ml,nlp,Sandy1811/DS-Interview-FAANG,,,,,,
What are some advantages in using a CNN (convolutional neural network rather than a DNN (dense neural network in an image classification task,,hard,ml,computer_vision,Sandy1811/DS-Interview-FAANG,,,,,,
Describe two ways to visualize features of a CNN in an image classification task,,medium,ml,computer_vision,Sandy1811/DS-Interview-FAANG,,,,,,
Why do segmentation CNNs typically have an encoder-decoder style / structure,,medium,ml,computer_vision,Sandy1811/DS-Interview-FAANG,,,,,,
What is a convolutional layer & Why do we actually need convolutions Can we use fully-connected layers for that,,easy,ml,computer_vision,Sandy1811/DS-Interview-FAANG,,,,,,
What are the advantages of parameter sharing in case of convolution,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Why do we use convolutions for images rather than just Fully Connected layers,,medium,ml,computer_vision,Sandy1811/DS-Interview-FAANG,,,,,,
Why would you use many small convolutional kernels such as x rather than a few large onesWhy would you use many small convolutional kernels such as x rather than a few large ones,,medium,ml,computer_vision,Sandy1811/DS-Interview-FAANG,,,,,,
Why we generally use Softmax non-linearity function as the last operation in-network,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
How does BatchNormalization differ in training and inferencing,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
How does batch size affect training of neural networks,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
"When using mini batch gradient descent, why is it important to shuffle the data",,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Give a simple mathematical argument why a mini-batch version of such ML algorithm might be computationally more efficient than a training with full data set,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
On a simplified and fundamental scale what makes the newly developed BERT model better than traditional NLP models,,hard,ml,nlp,Sandy1811/DS-Interview-FAANG,,,,,,
How would you initialize weights in a neural network,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Why weights are initialized with small random numbers in a neural network What happens when weights are all or constant values,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Suppose you have a NN with layers and ReLU activations What will happen if we initialize all the weights with the same value,,hard,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is backpropagation How does it work Why do we need it,,easy,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Why large filter sizes in early layers can be a bad choice How to choose filter size,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
which one is more powerful a layer decision tree or a -layer neural network without any activation function --> Hint non-linearity,,hard,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Both decision trees and deep neural networks are non-linear classifier ie they separates the space by complicated decision boundary Why then it is so much easier for us to intuitively follow a decision tree model vs a deep neural network,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
If you could take advantage of multiple CPU cores would you prefer a boosted-tree algorithm over a random forest,,hard,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
How would you create a taxonomy to identify key customer trends in unstructured data?,,hard,coding,data_science_general,zhiqiangzhongddu/DS-QA-General,"The best way to approach this question is to mention that it is good to check with the business owner and understand their objectives before categorizing the data. Having done this, it is always good to follow an iterative approach by pulling new data samples and improving the model accordingly by validating it for accuracy by soliciting feedback from the stakeholders of the business. This helps ensure that your model is producing actionable results and improving over the time.",,,,,
Python or R – Which one would you prefer for text analytics?,,easy,coding,data_science_general,zhiqiangzhongddu/DS-QA-General,The best possible answer for this would be Python because it has Pandas library that provides easy to use data structures and high performance data analysis tools.,,,,,
Which technique is used to predict categorical responses?,,easy,mixed,data_science_general,zhiqiangzhongddu/DS-QA-General,Classification technique is used widely in mining for classifying data sets.,,,,,
What is logistic regression? Or State an example when you have used logistic regression recently.,,hard,ml,data_science_general,zhiqiangzhongddu/DS-QA-General,"Logistic Regression often referred as logit model is a technique to predict the binary outcome from a linear combination of predictor variables. For example, if you want to predict whether a particular political leader will win the election or not. In this case, the outcome of prediction is binary i.e. 0 or 1 (Win/Lose). The predictor variables here would be the amount of money spent for election campaigning of a particular candidate, the amount of time spent in campaigning, etc.",,,,,
What are Recommender Systems?,,medium,coding,data_science_general,zhiqiangzhongddu/DS-QA-General,"A subclass of information filtering systems that are meant to predict the preferences or ratings that a user would give to a product. Recommender systems are widely used in movies, news, research articles, products, social tags, music, etc.",,,,,
Why data cleaning plays a vital role in analysis?,,hard,case,data_science_general,zhiqiangzhongddu/DS-QA-General,"Cleaning data from multiple sources to transform it into a format that data analysts or data scientists can work with is a cumbersome process because - as the number of data sources increases, the time take to clean the data increases exponentially due to the number of sources and the volume of data generated in these sources. It might take up to 80% of the time for just cleaning data making it a critical part of analysis task.",,,,,
"Differentiate between univariate, bivariate and multivariate analysis.",,hard,case,data_science_general,zhiqiangzhongddu/DS-QA-General,"These are descriptive statistical analysis techniques which can be differentiated based on the number of variables involved at a given point of time. For example, the pie charts of sales based on territory involve only one variable and can be referred to as univariate analysis. If the analysis attempts to understand the difference between 2 variables at time as in a scatterplot, then it is referred to as bivariate analysis. For example, analysing the volume of sale and a spending can be consider",,,,,
What do you understand by the term Normal Distribution?,,hard,stats,data_science_general,zhiqiangzhongddu/DS-QA-General,"Data is usually distributed in different ways with a bias to the left or to the right or it can all be jumbled up. However, there are chances that data is distributed around a central value without any bias to the left or right and reaches normal distribution in the form of a bell shaped curve. The random variables are distributed in the form of an symmetrical bell shaped curve. /Bell+Shaped+Curve+for+Normal+Distribution.jpg)",,,,,
What is Linear Regression?,,medium,ml,data_science_general,zhiqiangzhongddu/DS-QA-General,Linear regression is a statistical technique where the score of a variable Y is predicted from the score of a second variable X. X is referred to as the predictor variable and Y as the criterion variable.,,,,,
What is Interpolation and Extrapolation?,,easy,mixed,data_science_general,zhiqiangzhongddu/DS-QA-General,Estimating a value from 2 known values from a list of values is Interpolation. Extrapolation is approximating a value by extending a known set of values or facts.,,,,,
What is power analysis?,,easy,coding,data_science_general,zhiqiangzhongddu/DS-QA-General,An experimental design technique for determining the effect of a given sample size.,,,,,
What is K-means? How can you select K for K-means?,,hard,coding,data_science_general,zhiqiangzhongddu/DS-QA-General,"K-means is a clestering algorithm, handle with un-supervised problem. k-means clustering aims to partition n observations into k clusters in which each observation belongs to the cluster with the nearest mean, serving as a prototype of the cluster. You can choose the number of cluster by visually but there is lots of ambiguity, or computethe sum of SSE(the sum of squared error) for some values of K. To find one good K. In this case, k=6 is the value. [More reading](https://www.quora.com/How-can-",,,,,
What is Collaborative filtering?,,easy,mixed,data_science_general,zhiqiangzhongddu/DS-QA-General,"The process of filtering used by most of the recommender systems to find patterns or information by collaborating viewpoints, various data sources and multiple agents.",,,,,
What is the difference between Cluster and Systematic Sampling?,,hard,coding,data_science_general,zhiqiangzhongddu/DS-QA-General,"Cluster sampling is a technique used when it becomes difficult to study the target population spread across a wide area and simple random sampling cannot be applied. Cluster Sample is a probability sample where each sampling unit is a collection, or cluster of elements. Systematic sampling is a statistical technique where elements are selected from an ordered sampling frame. In systematic sampling, the list is progressed in a circular manner so once you reach the end of the list,it is progressed",,,,,
Are expected value and mean value different?,,hard,mixed,data_science_general,zhiqiangzhongddu/DS-QA-General,They are not different but the terms are used in different contexts. Mean is generally referred when talking about a probability distribution or sample population whereas expected value is generally referred in a random variable context. ***For Sampling Data*** Mean value is the only value that comes from the sampling data. Expected Value is the mean of all the means i.e. the value that is built from multiple samples. Expected value is the population mean. ***For Distributions*** Mean value and ,,,,,
What does P-value signify about the statistical data?,,hard,mixed,data_science_general,zhiqiangzhongddu/DS-QA-General,P-value is used to determine the significance of results after a hypothesis test in statistics. P-value helps the readers to draw conclusions and is always between 0 and 1. - P- Value > 0.05 denotes weak evidence against the null hypothesis which means the null hypothesis cannot be rejected. - P-value <= 0.05 denotes strong evidence against the null hypothesis which means the null hypothesis can be rejected. - P-value=0.05is the marginal value indicating it is possible to go either way.,,,,,
Do gradient descent methods always converge to same point?,,medium,mixed,data_science_general,zhiqiangzhongddu/DS-QA-General,"No, they do not because in some cases it reaches a local minima or a local optima point. You don’t reach the global optima point. It depends on the data and starting conditions ~~#### Q18 What are categorical variables?~~",,,,,
"A test has a true positive rate of 100% and false positive rate of 5%. There is a population with a 1/1000 rate of having the condition the test identifies. Considering a positive test, what is the probability of having that condition?",,hard,stats,data_science_general,zhiqiangzhongddu/DS-QA-General,"Let’s suppose you are being tested for a disease, if you have the illness the test will end up saying you have the illness. However, if you don’t have the illness- 5% of the times the test will end up saying you have the illness and 95% of the times the test will give accurate result that you don’t have the illness. Thus there is a 5% error in case you do not have the illness. Out of 1000 people, 1 person who has the disease will get true positive result. Out of the remaining 999 people, 5% will",,,,,
How you can make data normal using Box-Cox transformation?,,easy,mixed,data_science_general,zhiqiangzhongddu/DS-QA-General,"The calculation fomula of Box-Cox: It change the calculation between log, sqrt and reciprocal operation by changing lambda. Find a suitable lambda based on specific data set.",,,,,
What is the difference between Supervised Learning an Unsupervised Learning?,,hard,mixed,data_science_general,zhiqiangzhongddu/DS-QA-General,"If an algorithm learns something from the training data so that the knowledge can be applied to the test data, then it is referred to as Supervised Learning. Classification is an example for Supervised Learning. If the algorithm does not learn anything beforehand because there is no response variable or any training data, then it is referred to as unsupervised learning. Clustering is an example for unsupervised learning.",,,,,
Explain the use of Combinatorics in data science.,,medium,mixed,data_science_general,zhiqiangzhongddu/DS-QA-General,"Combinatorics used a lot in data science, from feature engineer to algorithms(ensemble algorithms).Creat new features by merge original feature and merge several networks in one to creat news, like bagging, boosting and stacking.",,,,,
Why is vectorization considered a powerful method for optimizing numerical code?,,easy,coding,data_science_general,zhiqiangzhongddu/DS-QA-General,Vectorization can change original data to be structed.,,,,,
